Material,Hardness,Density,Temperature,Load,Speed,WearRate,FrictionCoefficient
Brass,52.29,8.65,296,44,906,0.0647,0.8121
Tungsten,97.35,19.37,145,73,537,0.129,0.628
Zinc,35.86,7.02,737,186,797,0.7392,1.0
Ceramic,93.54,3.65,758,114,192,0.7268,0.9843
Ceramic,90.7,3.77,255,191,578,0.1968,1.0
Tungsten,97.77,19.3,583,132,503,0.3527,0.9724
Magnesium,38.12,1.68,415,194,970,0.3949,1.0
PTFE,7.86,2.23,172,176,805,0.6721,1.0
CastIron,75.72,7.01,145,130,336,0.131,1.0
Nickel,64.77,8.7,303,198,630,0.306,1.0
Zinc,26.9,7.15,373,133,174,1.5108,1.0
PTFE,9.02,2.16,181,128,799,0.5739,1.0
Brass,56.25,8.35,578,189,175,1.5312,1.0
Inconel,83.95,8.36,657,174,689,0.3891,1.0
Zinc,33.44,7.04,685,149,595,0.6668,1.0
Zinc,39.2,7.17,245,50,390,0.1206,1.0
PTFE,6.11,2.27,401,58,244,2.0414,1.0
Inconel,94.37,8.48,638,150,325,0.5388,1.0
CastIron,86.31,7.39,360,31,170,0.2511,0.5763
Zinc,28.68,7.01,337,79,611,0.2934,1.0
Ceramic,89.89,3.67,120,49,387,0.1266,0.6876
Inconel,84.64,8.2,161,148,55,0.6644,1.0
Inconel,96.32,8.29,342,191,346,0.3076,1.0
CastIron,86.91,7.36,344,13,278,0.1086,0.2309
Bronze,53.84,8.74,84,165,538,0.1912,1.0
Bronze,58.18,8.78,393,110,913,0.1588,1.0
Tungsten,90.45,19.08,188,126,531,0.0791,1.0
Inconel,85.41,8.12,715,69,686,0.1898,0.6628
Tungsten,92.07,19.34,85,181,982,0.0507,1.0
Magnesium,42.31,1.7,56,85,555,0.2215,1.0
Brass,47.08,8.3,694,178,220,1.5212,1.0
Titanium,78.33,4.44,367,90,888,0.1469,1.0
Steel,71.47,7.77,798,177,264,1.0071,1.0
Zinc,30.98,7.18,88,111,119,0.4757,1.0
Inconel,90.62,8.21,455,139,330,0.3743,1.0
Tungsten,94.61,19.1,423,131,534,0.2321,1.0
Tungsten,96.64,19.21,449,185,178,0.6676,1.0
Titanium,86.18,4.48,88,115,388,0.0963,1.0
Bronze,56.26,8.78,607,121,990,0.247,1.0
Magnesium,38.2,1.66,330,184,747,0.423,1.0
Ceramic,94.6,3.82,641,182,458,0.4789,1.0
CastIron,88.31,7.35,605,48,188,0.2493,0.5118
Ceramic,99.37,3.91,28,155,803,0.0697,1.0
Zinc,30.74,7.17,261,40,440,0.2548,1.0
Copper,43.2,8.98,668,22,515,0.2026,0.4529
Tungsten,91.84,19.09,555,112,338,0.3452,1.0
Graphite,15.13,2.12,313,122,428,0.8754,1.0
Inconel,95.75,8.31,640,54,478,0.2049,0.6418
Ceramic,91.5,3.99,502,80,854,0.2303,0.9168
Magnesium,40.45,1.72,403,50,373,0.2026,1.0
Magnesium,31.79,1.7,297,123,378,0.4462,1.0
Brass,50.02,8.54,681,151,300,0.9851,1.0
Bronze,71.24,8.7,148,144,207,0.2558,1.0
Bronze,71.87,8.87,412,152,886,0.1656,1.0
Inconel,86.75,8.37,377,18,346,0.0619,0.1939
Ceramic,99.88,3.82,704,20,685,0.1636,0.4315
Inconel,92.65,8.22,46,46,434,0.1481,0.6801
PTFE,6.29,2.24,606,147,252,7.1478,1.0
Tungsten,90.31,19.09,461,111,823,0.2402,1.0
Titanium,75.91,4.43,528,199,804,0.3038,1.0
Inconel,83.06,8.42,764,79,467,0.2886,0.912
Magnesium,34.67,1.65,792,117,949,0.5016,1.0
Titanium,77.13,4.43,374,108,170,0.4452,1.0
PTFE,6.84,2.27,221,153,325,1.9339,1.0
Copper,53.6,8.81,94,140,860,0.0796,1.0
PTFE,6.76,2.3,310,101,991,0.6833,1.0
Ceramic,90.37,3.88,354,96,428,0.2662,0.9322
Inconel,91.18,8.3,129,93,517,0.2267,0.9627
Magnesium,34.99,1.75,343,30,111,0.4724,0.6789
Tungsten,94.95,19.33,599,108,216,0.5072,0.9852
Steel,72.36,7.79,708,146,139,1.2992,1.0
Magnesium,44.19,1.68,772,168,822,0.4938,1.0
Magnesium,33.19,1.62,376,51,579,0.3069,1.0
Brass,49.48,8.36,180,132,452,0.2349,1.0
Graphite,20.02,2.17,128,112,295,0.314,1.0
Steel,83.68,7.82,666,79,92,0.967,0.7771
Inconel,91.14,8.12,311,83,570,0.1002,0.8389
Titanium,93.76,4.47,532,136,265,0.3802,1.0
Aluminum,52.05,2.61,60,97,213,0.2385,1.0
Brass,51.44,8.35,351,28,966,0.113,0.6723
Magnesium,36.83,1.9,565,85,126,1.443,1.0
Magnesium,32.52,1.7,360,28,695,0.2263,0.6973
Magnesium,31.78,1.8,798,177,587,0.9608,1.0
Tungsten,92.15,19.26,348,192,170,0.6372,1.0
Nickel,60.11,8.77,344,106,70,1.1929,1.0
Aluminum,49.21,2.63,199,51,896,0.2122,0.9677
CastIron,71.63,7.38,329,132,847,0.1828,1.0
Magnesium,33.82,1.69,158,27,796,0.0352,0.8444
Tungsten,95.42,19.28,108,75,338,0.2224,0.7927
Graphite,13.46,2.04,259,111,80,3.387,1.0
Tungsten,92.61,19.38,167,74,918,0.0765,0.6205
Inconel,81.76,8.24,767,103,663,0.3548,1.0
Copper,53.78,8.86,610,30,446,0.1731,0.4453
Inconel,93.91,8.1,794,180,57,3.3586,1.0
Copper,54.3,8.89,255,42,123,0.2238,0.8486
Magnesium,37.73,1.62,485,100,162,1.0559,1.0
Zinc,25.58,7.08,483,98,795,0.3506,1.0
PTFE,12.78,2.28,559,66,837,0.5094,1.0
Bronze,69.71,8.7,410,13,391,0.0636,0.3378
Ceramic,97.17,3.79,643,190,356,0.6197,1.0
Magnesium,40.63,1.65,134,191,758,0.1175,1.0
PTFE,5.26,2.23,245,30,460,0.4743,1.0
Brass,60.28,8.57,517,189,650,0.3412,1.0
Ceramic,95.18,3.64,780,44,929,0.1716,0.4838
Tungsten,96.08,19.16,86,97,661,0.0699,0.9893
Aluminum,43.07,2.64,406,49,286,0.3644,1.0
Copper,43.79,8.97,688,32,612,0.174,0.6685
Bronze,51.34,8.61,164,124,511,0.1975,1.0
Zinc,25.15,7.18,385,179,652,0.5915,1.0
CastIron,83.27,7.3,520,178,729,0.371,1.0
Inconel,88.64,8.49,350,133,293,0.2636,1.0
Titanium,81.8,4.4,319,69,549,0.1194,0.7077
Steel,69.64,7.88,105,62,559,0.1798,0.6677
Nickel,77.64,8.74,397,114,343,0.2473,1.0
Ceramic,94.19,3.68,530,110,476,0.3201,0.9372
Ceramic,91.77,3.61,437,77,712,0.1448,0.6156
Magnesium,44.27,1.75,568,132,65,3.2836,1.0
Zinc,30.71,7.06,114,137,224,0.3844,1.0
Graphite,12.71,2.15,339,199,901,0.8116,1.0
Ceramic,91.93,3.85,487,15,471,0.1098,0.4458
Bronze,65.4,8.75,403,69,315,0.3567,0.7543
Magnesium,39.03,1.77,120,15,495,0.0725,0.4938
Inconel,96.08,8.12,337,63,659,0.219,0.5107
CastIron,88.7,7.34,445,107,408,0.2296,1.0
Titanium,85.46,4.52,303,30,470,0.0601,0.5819
CastIron,79.41,7.39,287,75,253,0.3232,0.9452
Ceramic,94.18,3.72,490,30,197,0.1399,0.3976
PTFE,12.99,2.22,418,27,988,0.2783,1.0
Magnesium,34.7,1.89,686,8,67,0.4785,0.3177
Ceramic,88.12,3.62,599,115,487,0.3477,1.0
Brass,45.51,8.31,778,191,346,1.3699,1.0
Aluminum,52.07,2.67,800,54,534,0.2473,0.898
Aluminum,47.36,2.79,636,82,123,1.2937,1.0
CastIron,71.7,7.37,705,109,380,0.3819,1.0
Ceramic,89.49,3.91,651,30,920,0.1681,0.3766
Ceramic,89.79,3.76,788,6,176,0.1985,0.2596
Copper,47.17,8.87,194,95,263,0.367,1.0
Steel,77.6,7.79,650,143,215,0.71,1.0
CastIron,83.65,7.09,185,85,341,0.2292,0.9052
Magnesium,36.5,1.81,299,60,633,0.2171,1.0
Graphite,18.02,2.0,761,158,766,1.2157,1.0
Zinc,27.25,7.16,661,119,823,0.6108,1.0
Titanium,81.01,4.51,369,49,63,0.5378,0.4792
PTFE,5.99,2.28,747,76,136,8.8029,1.0
CastIron,78.37,7.04,677,175,636,0.3864,1.0
CastIron,75.6,7.2,596,48,924,0.1087,0.6168
Brass,56.67,8.47,223,169,179,0.5246,1.0
Aluminum,53.49,2.76,251,132,855,0.134,1.0
Brass,49.08,8.37,290,161,305,0.5377,1.0
Zinc,38.74,7.17,518,60,399,0.3361,1.0
Inconel,95.77,8.49,766,179,154,1.2831,1.0
Graphite,21.07,1.89,146,87,159,0.5997,1.0
Tungsten,95.85,19.21,391,126,688,0.1601,1.0
Zinc,26.86,7.13,584,135,971,0.5658,1.0
Nickel,65.05,8.86,696,109,835,0.2483,1.0
Copper,49.75,8.96,195,121,523,0.2334,1.0
Bronze,68.89,8.81,704,70,890,0.1258,0.9645
Zinc,27.77,7.06,423,26,252,0.2468,0.715
Graphite,19.75,1.97,403,139,954,0.3821,1.0
Bronze,56.65,8.7,797,179,866,0.5476,1.0
Graphite,23.26,2.13,211,70,122,0.744,1.0
Titanium,83.82,4.5,795,66,756,0.2207,0.6388
Copper,40.42,8.92,170,167,350,0.3345,1.0
Copper,53.03,8.85,377,109,926,0.2251,1.0
Zinc,30.76,7.06,257,6,835,0.1393,0.422
Bronze,59.53,8.61,70,20,345,0.1994,0.5342
Nickel,66.2,8.71,128,23,345,0.1202,0.2973
Steel,66.43,7.85,164,9,716,0.1334,0.3188
Aluminum,46.24,2.63,52,5,423,0.1725,0.169
Steel,77.4,7.76,43,23,371,0.034,0.3346
Titanium,78.15,4.54,359,56,841,0.194,0.6922
CastIron,70.79,7.16,532,116,360,0.4279,1.0
Tungsten,92.2,19.09,768,47,315,0.259,0.5552
Zinc,34.52,7.09,270,9,552,0.1215,0.4786
PTFE,14.5,2.24,290,27,368,0.2037,1.0
Steel,71.7,7.73,156,107,72,0.5968,1.0
Tungsten,96.34,19.31,490,92,485,0.192,0.9104
Tungsten,90.99,19.21,689,144,305,0.4915,1.0
Zinc,39.12,7.14,762,31,608,0.1996,0.6141
Inconel,97.19,8.2,594,22,820,0.1099,0.3065
Tungsten,98.5,19.39,789,119,74,1.6326,1.0
Tungsten,91.93,19.14,650,6,592,0.0603,0.2421
PTFE,10.54,2.1,376,97,141,3.1112,1.0
Nickel,74.31,8.84,140,183,107,0.5745,1.0
Brass,55.87,8.33,311,33,148,0.2169,0.6989
Graphite,23.45,1.96,162,87,859,0.1436,1.0
Aluminum,54.8,2.73,341,30,778,0.1182,0.5899
Nickel,73.53,8.76,784,95,660,0.3904,1.0
Nickel,73.5,8.79,587,37,910,0.1774,0.4316
Ceramic,94.02,3.58,359,139,342,0.2106,1.0
Brass,52.62,8.51,508,26,564,0.2202,0.6121
Bronze,64.52,8.88,86,71,444,0.1511,1.0
Copper,39.8,8.89,588,97,715,0.3505,1.0
Nickel,68.87,8.77,551,121,393,0.4711,1.0
Tungsten,96.58,19.15,677,144,834,0.1782,1.0
Inconel,96.61,8.14,386,19,610,0.18,0.3471
Magnesium,39.75,1.68,84,189,363,0.1746,1.0
Titanium,78.51,4.54,167,127,263,0.2948,1.0
Tungsten,95.44,19.04,663,92,173,0.6397,0.9025
PTFE,7.26,2.25,361,57,244,1.5377,1.0
Graphite,12.3,1.91,337,88,807,0.4443,1.0
PTFE,6.51,2.23,352,124,970,0.9357,1.0
Ceramic,91.17,3.55,249,94,868,0.1869,1.0
Tungsten,93.32,19.07,708,29,742,0.137,0.3261
Nickel,65.94,8.85,759,5,271,0.1076,0.2086
Steel,78.09,7.74,139,27,720,0.1217,0.3153
Tungsten,95.66,19.05,509,39,505,0.2503,0.4536
Zinc,27.3,7.12,121,12,505,0.1914,0.6169
Graphite,12.69,2.16,367,59,298,0.8749,1.0
Nickel,63.05,8.75,754,25,950,0.1517,0.331
Zinc,38.07,7.1,463,16,286,0.1261,0.3714
Inconel,90.28,8.11,679,196,982,0.2053,1.0
Brass,64.98,8.54,541,185,251,0.9558,1.0
Graphite,18.34,2.09,323,147,531,0.7147,1.0
Inconel,92.53,8.3,719,155,636,0.2833,1.0
Ceramic,93.9,3.75,553,24,711,0.1878,0.2634
Zinc,38.91,7.13,421,144,100,2.0776,1.0
CastIron,81.65,7.01,623,69,105,0.6712,0.8811
Magnesium,42.15,1.89,288,104,198,0.5132,1.0
Steel,71.12,7.84,294,22,765,0.0509,0.4339
Brass,60.79,8.33,609,58,70,1.0598,0.8604
Ceramic,96.24,3.75,101,128,908,0.1879,0.9777
Aluminum,52.76,2.69,628,200,674,0.475,1.0
Graphite,11.86,2.19,590,134,415,2.1413,1.0
Brass,61.87,8.5,37,31,885,0.081,0.4603
Graphite,19.75,2.01,172,193,769,0.3718,1.0
Magnesium,40.93,1.8,231,96,345,0.2208,1.0
PTFE,14.83,2.21,551,137,103,6.3481,1.0
Zinc,37.4,7.14,226,145,430,0.2711,1.0
CastIron,77.36,7.2,76,179,74,0.3466,1.0
Graphite,12.77,1.87,282,189,804,0.8163,1.0
Inconel,95.17,8.49,294,175,160,0.4953,1.0
CastIron,75.84,7.26,184,80,152,0.301,0.9486
Steel,75.61,7.85,57,150,957,0.0619,1.0
Copper,40.75,8.89,109,87,204,0.228,1.0
Aluminum,47.88,2.63,643,64,678,0.3236,0.9421
Zinc,36.78,7.03,530,16,650,0.1585,0.6137
CastIron,82.23,7.25,736,153,539,0.487,1.0
Copper,49.32,8.93,542,152,541,0.4401,1.0
PTFE,6.58,2.13,505,81,555,1.4991,1.0
Magnesium,40.12,1.71,283,190,504,0.3437,1.0
Graphite,24.45,1.98,283,52,894,0.1499,1.0
Nickel,77.83,8.85,747,7,930,0.2079,0.3316
Zinc,26.66,7.19,37,131,758,0.2148,1.0
Bronze,71.5,8.89,444,88,925,0.2576,0.9607
Graphite,23.35,2.09,262,171,289,0.9196,1.0
Zinc,28.37,7.04,717,84,596,0.5341,1.0
Copper,52.0,8.96,379,35,884,0.1171,0.7425
Magnesium,42.35,1.73,775,108,901,0.3193,1.0
Ceramic,88.92,3.97,627,53,935,0.1861,0.5001
Titanium,93.04,4.59,45,134,638,0.1541,1.0
Copper,51.09,8.83,453,28,885,0.1192,0.5052
Ceramic,91.92,3.58,758,35,582,0.159,0.4677
PTFE,10.93,2.18,314,44,877,0.3607,1.0
Zinc,35.04,7.16,589,14,208,0.2881,0.3735
PTFE,12.18,2.3,647,34,862,0.2818,1.0
Graphite,13.38,1.88,187,188,592,0.6582,1.0
Copper,54.84,8.93,155,24,471,0.2009,0.3839
Zinc,26.35,7.0,674,69,865,0.3128,1.0
Zinc,31.17,7.02,116,108,982,0.1617,1.0
Graphite,20.6,1.98,355,135,593,0.6221,1.0
Zinc,35.8,7.14,159,31,411,0.1679,0.756
Steel,70.55,7.79,525,15,167,0.1767,0.4636
Zinc,33.02,7.14,285,178,586,0.3577,1.0
Bronze,68.0,8.7,798,51,657,0.1741,0.6652
Brass,45.15,8.33,406,50,431,0.1843,1.0
Titanium,78.22,4.56,389,150,376,0.4462,1.0
Brass,59.64,8.48,277,134,677,0.2447,1.0
Inconel,97.27,8.47,74,194,817,0.0431,1.0
Magnesium,36.08,1.62,398,90,149,0.9078,1.0
Bronze,53.49,8.89,346,70,652,0.1084,1.0
Steel,72.14,7.73,232,196,242,0.4384,1.0
PTFE,12.76,2.28,598,100,788,0.79,1.0
Magnesium,42.36,1.73,560,125,888,0.2572,1.0
Ceramic,91.0,3.88,345,71,185,0.3754,0.6128
Copper,51.55,8.81,676,145,583,0.5317,1.0
PTFE,6.65,2.21,83,80,325,0.4609,1.0
Magnesium,38.95,1.64,77,161,947,0.1342,1.0
Brass,62.91,8.42,139,16,633,0.1745,0.2773
Inconel,91.53,8.21,185,96,722,0.0839,1.0
Inconel,87.17,8.25,559,59,271,0.2824,0.5918
Steel,79.26,7.85,627,67,922,0.1268,0.6248
CastIron,86.6,7.05,669,165,916,0.2854,1.0
Titanium,91.47,4.49,188,188,975,0.2299,1.0
PTFE,5.19,2.23,35,110,139,0.6888,1.0
Aluminum,53.15,2.63,483,169,677,0.4623,1.0
Aluminum,47.99,2.72,415,147,869,0.2956,1.0
Titanium,85.96,4.55,694,198,731,0.3665,1.0
Tungsten,90.92,19.35,84,112,132,0.1657,0.9431
Graphite,13.09,1.81,600,139,964,0.8586,1.0
Tungsten,93.79,19.15,598,130,212,0.5557,1.0
Graphite,18.88,1.86,733,149,768,1.042,1.0
Graphite,21.73,1.89,138,109,930,0.2447,1.0
Titanium,77.09,4.44,542,54,815,0.1592,0.7035
Nickel,63.98,8.76,725,65,446,0.2641,0.8094
Bronze,69.08,8.66,345,44,613,0.1486,0.6775
Zinc,36.69,7.09,268,187,625,0.3327,1.0
Brass,51.24,8.54,557,29,351,0.1797,0.6163
CastIron,80.54,7.26,133,117,730,0.151,1.0
Ceramic,97.8,3.95,250,113,519,0.1868,0.9715
Zinc,34.02,7.11,367,160,908,0.4324,1.0
Inconel,91.19,8.25,392,51,788,0.1034,0.4408
Graphite,18.88,1.84,371,109,781,0.5131,1.0
Ceramic,87.73,3.58,249,69,910,0.1938,0.6314
Steel,66.33,7.8,158,118,565,0.1596,1.0
Brass,63.8,8.51,752,145,435,0.5962,1.0
Brass,62.33,8.54,229,74,789,0.1853,1.0
CastIron,82.92,7.21,99,37,623,0.09,0.4511
Magnesium,37.5,1.78,573,25,308,0.2426,0.5309
Inconel,95.62,8.37,241,154,930,0.128,1.0
PTFE,14.08,2.26,585,61,623,0.5533,1.0
Steel,70.62,7.72,185,153,135,0.4491,1.0
Bronze,70.18,8.7,673,138,171,0.992,1.0
Brass,56.48,8.66,170,22,476,0.0732,0.5284
Graphite,16.98,1.84,597,130,98,5.8687,1.0
Titanium,90.51,4.56,217,198,516,0.279,1.0
PTFE,8.45,2.1,344,183,398,2.4189,1.0
CastIron,80.95,7.04,126,141,730,0.2016,1.0
CastIron,76.78,7.03,208,79,624,0.1011,0.8043
CastIron,79.24,7.01,641,145,371,0.5611,1.0
Bronze,65.06,8.64,611,72,543,0.2732,0.9377
Bronze,70.82,8.73,777,151,666,0.4892,1.0
PTFE,13.18,2.14,302,173,115,4.3278,1.0
Steel,82.15,7.85,786,24,308,0.1079,0.5169
Titanium,81.44,4.51,519,180,156,1.0536,1.0
Nickel,76.62,8.75,263,131,759,0.2054,1.0
PTFE,13.54,2.28,104,69,591,0.1728,1.0
Aluminum,49.49,2.62,387,49,140,0.3671,0.7367
Nickel,61.68,8.81,97,135,203,0.1474,1.0
Inconel,82.65,8.28,99,176,520,0.0755,1.0
Inconel,89.74,8.11,79,32,251,0.1088,0.2917
Zinc,26.24,7.19,174,144,242,0.6197,1.0
CastIron,72.31,7.03,536,66,554,0.1296,0.6925
Titanium,81.27,4.46,53,200,952,0.1293,1.0
Nickel,65.52,8.76,374,172,72,1.7569,1.0
CastIron,84.25,7.11,281,143,534,0.3,1.0
Inconel,82.02,8.22,572,181,103,1.7069,1.0
Steel,75.21,7.85,389,88,349,0.3007,0.9091
Copper,53.25,8.82,629,154,354,0.8197,1.0
Tungsten,90.32,19.28,552,116,135,0.7501,0.9937
Aluminum,56.39,2.72,274,123,348,0.2754,1.0
Brass,49.05,8.55,328,112,94,1.0221,1.0
Titanium,81.28,4.54,387,35,415,0.233,0.4938
Steel,74.2,7.9,140,73,458,0.0942,0.7994
Magnesium,41.14,1.78,183,168,208,0.6277,1.0
Graphite,13.58,1.94,336,166,785,0.8353,1.0
Magnesium,44.41,1.7,124,111,348,0.2626,1.0
Magnesium,30.52,1.73,229,160,542,0.4264,1.0
Aluminum,48.37,2.66,733,135,850,0.3432,1.0
CastIron,86.34,7.08,553,63,260,0.3038,0.7762
Graphite,24.14,1.88,432,104,578,0.4853,1.0
Titanium,80.22,4.58,373,8,395,0.1878,0.3864
Steel,78.38,7.76,505,182,146,1.1403,1.0
Aluminum,53.92,2.69,724,109,642,0.3499,1.0
Aluminum,47.15,2.69,56,169,244,0.1946,1.0
Brass,48.0,8.66,360,160,135,1.2909,1.0
Brass,62.42,8.38,192,109,114,0.4656,1.0
Copper,52.38,8.83,134,8,307,0.0909,0.2378
Graphite,11.42,2.1,585,198,486,2.7209,1.0
Bronze,51.34,8.77,510,17,128,0.3529,0.4741
Steel,73.39,7.76,254,62,732,0.0819,0.7723
Nickel,68.71,8.75,25,109,258,0.0579,1.0
CastIron,86.85,7.24,432,36,447,0.0841,0.6047
Ceramic,89.77,3.92,605,41,233,0.3299,0.645
CastIron,87.47,7.36,356,121,637,0.1255,1.0
Aluminum,51.74,2.62,739,167,723,0.532,1.0
Brass,51.31,8.57,59,150,260,0.2234,1.0
Steel,83.36,7.84,170,191,52,1.0213,1.0
PTFE,9.3,2.2,61,178,113,1.3222,1.0
Bronze,72.26,8.67,35,173,328,0.2245,1.0
Nickel,67.63,8.75,597,108,50,2.4294,1.0
Tungsten,98.27,19.24,80,99,913,0.1614,0.7596
Ceramic,98.28,3.82,221,144,148,0.4031,1.0
Bronze,55.02,8.69,676,137,56,3.8667,1.0
Ceramic,91.34,3.97,785,166,596,0.379,1.0
Nickel,60.17,8.71,69,74,571,0.0427,1.0
Titanium,80.04,4.51,230,92,209,0.1952,0.9423
Copper,45.58,8.89,510,91,401,0.4659,1.0
Steel,74.82,7.82,780,163,197,1.1625,1.0
Steel,76.71,7.89,565,17,567,0.0808,0.2047
Titanium,94.15,4.48,612,178,137,1.0708,1.0
Magnesium,39.37,1.79,71,91,669,0.1439,1.0
Nickel,61.19,8.73,208,195,405,0.3556,1.0
CastIron,77.99,7.15,76,116,265,0.1299,1.0
Magnesium,42.94,1.88,230,196,427,0.4799,1.0
Ceramic,90.77,3.81,660,171,587,0.3092,1.0
CastIron,82.48,7.03,457,145,510,0.2299,1.0
Zinc,36.05,7.14,100,197,403,0.2158,1.0
Nickel,79.87,8.83,618,66,897,0.2262,0.764
Tungsten,98.99,19.03,143,24,987,0.0966,0.2232
Bronze,68.56,8.73,785,154,870,0.3535,1.0
CastIron,83.37,7.24,298,91,168,0.412,0.7829
Nickel,75.89,8.78,252,133,889,0.2405,1.0
Brass,64.14,8.43,373,109,956,0.2425,1.0
Graphite,22.92,2.01,54,196,831,0.109,1.0
Magnesium,31.46,1.65,792,161,687,0.9279,1.0
Titanium,94.75,4.53,232,128,604,0.1488,0.9642
Bronze,69.64,8.76,155,197,977,0.1719,1.0
Tungsten,96.1,19.13,685,32,816,0.0868,0.332
Graphite,24.27,2.07,507,168,948,0.4822,1.0
Ceramic,87.44,3.97,98,149,947,0.0345,1.0
Zinc,30.04,7.04,462,106,874,0.3763,1.0
Tungsten,90.76,19.24,121,195,408,0.2164,1.0
Ceramic,96.51,3.54,352,40,673,0.2143,0.4186
Magnesium,35.8,1.82,698,98,182,1.5029,1.0
Inconel,80.08,8.21,565,186,898,0.3807,1.0
Tungsten,90.86,19.05,541,26,811,0.0786,0.5312
Graphite,17.16,1.85,624,166,76,9.9969,1.0
Copper,38.02,8.87,158,199,611,0.3204,1.0
Inconel,87.27,8.22,789,51,194,0.3819,0.6406
Aluminum,58.03,2.78,440,110,792,0.2576,1.0
Inconel,94.03,8.1,207,148,873,0.2128,1.0
Nickel,66.83,8.86,681,69,291,0.3957,0.9598
Inconel,81.7,8.41,365,22,328,0.1156,0.5238
Zinc,32.91,7.18,747,113,494,0.7706,1.0
Copper,36.63,8.85,797,48,202,0.8107,1.0
Aluminum,42.72,2.66,36,185,208,0.1535,1.0
Steel,75.78,7.77,79,70,942,0.0715,0.9339
Brass,51.81,8.39,643,92,782,0.2642,1.0
Brass,46.77,8.51,101,68,888,0.0997,1.0
Ceramic,99.57,3.53,277,6,758,0.0983,0.2617
Ceramic,96.64,3.52,667,28,569,0.1365,0.3116
Copper,38.1,8.82,172,52,645,0.1223,0.9878
Magnesium,41.74,1.61,94,95,613,0.1394,1.0
Bronze,58.21,8.85,717,5,986,0.092,0.3759
Tungsten,93.3,19.2,273,6,470,0.0546,0.3372
Ceramic,85.63,3.59,289,74,75,0.4648,0.8926
Tungsten,95.09,19.17,58,16,829,0.1339,0.3287
Ceramic,98.51,3.51,50,48,234,0.1959,0.6644
Aluminum,55.89,2.6,61,31,59,0.195,0.634
Nickel,76.2,8.8,706,38,622,0.233,0.6266
Bronze,70.15,8.76,232,56,848,0.1197,0.6756
CastIron,88.55,7.18,243,115,822,0.0731,0.9683
Magnesium,42.71,1.66,371,111,534,0.359,1.0
Aluminum,54.96,2.74,178,73,810,0.2131,0.9482
CastIron,83.97,7.08,472,14,735,0.0846,0.3857
Nickel,73.59,8.82,721,118,905,0.2107,1.0
Brass,46.07,8.58,679,161,896,0.4093,1.0
Titanium,86.96,4.47,665,12,653,0.1858,0.1796
Aluminum,57.77,2.8,702,10,988,0.0686,0.4559
Titanium,94.67,4.55,757,62,428,0.3314,0.7243
Nickel,70.54,8.78,364,189,203,0.6782,1.0
Inconel,82.45,8.18,422,25,641,0.1502,0.4463
Graphite,16.1,2.19,212,70,985,0.1297,1.0
Steel,80.2,7.89,407,162,714,0.2351,1.0
Graphite,23.79,2.01,73,174,460,0.3428,1.0
Graphite,21.42,1.84,257,74,932,0.2826,1.0
Inconel,84.13,8.45,367,152,142,0.6655,1.0
Titanium,82.77,4.49,440,40,511,0.1303,0.6297
CastIron,87.78,7.36,681,179,119,1.5621,1.0
Copper,46.52,8.83,712,75,669,0.2995,1.0
Copper,43.85,8.91,561,12,525,0.0774,0.2944
Graphite,17.67,1.86,401,176,632,0.966,1.0
Brass,55.38,8.66,612,97,125,1.1672,1.0
Graphite,23.6,2.16,40,194,843,0.1539,1.0
PTFE,5.31,2.14,485,96,519,2.171,1.0
Magnesium,38.37,1.76,670,164,900,0.5911,1.0
Titanium,89.13,4.56,272,191,458,0.2289,1.0
Titanium,78.68,4.4,401,123,718,0.125,1.0
Graphite,16.22,2.19,424,44,658,0.3697,1.0
Steel,69.32,7.76,560,147,983,0.1728,1.0
Ceramic,85.18,3.82,74,168,539,0.0885,1.0
Titanium,84.26,4.45,130,104,264,0.1139,0.9728
CastIron,88.9,7.1,275,131,511,0.2677,1.0
Tungsten,93.3,19.28,297,7,74,0.1352,0.366
Titanium,76.86,4.51,220,59,55,0.578,0.6656
Aluminum,59.93,2.76,662,162,722,0.507,1.0
Inconel,91.51,8.25,409,15,353,0.1001,0.3189
Titanium,76.03,4.55,514,146,621,0.2847,1.0
Brass,59.36,8.4,217,78,730,0.0759,1.0
Copper,42.71,8.8,339,90,743,0.269,1.0
Steel,65.15,7.71,649,10,515,0.0509,0.2037
Zinc,39.08,7.06,222,14,267,0.1994,0.4817
Tungsten,98.57,19.31,633,49,480,0.114,0.5559
Steel,76.67,7.71,399,146,289,0.3542,1.0
CastIron,84.84,7.37,552,165,136,1.0676,1.0
Magnesium,40.11,1.82,404,39,779,0.2339,0.9952
Graphite,18.21,1.99,437,12,889,0.1431,0.5505
Bronze,50.06,8.65,317,93,214,0.4862,1.0
Brass,57.44,8.46,38,173,955,0.0282,1.0
CastIron,85.17,7.22,457,85,658,0.2347,0.9212
CastIron,81.29,7.07,385,190,908,0.2763,1.0
Tungsten,90.4,19.03,652,85,241,0.4533,0.9519
Steel,66.98,7.82,782,24,961,0.1821,0.5692
Steel,66.73,7.77,264,148,218,0.4612,1.0
PTFE,11.17,2.11,530,88,294,1.7876,1.0
Bronze,61.75,8.6,98,162,80,0.519,1.0
CastIron,83.16,7.3,230,42,509,0.1624,0.6533
Ceramic,91.53,3.62,610,10,674,0.1193,0.2922
Aluminum,44.72,2.61,243,80,626,0.2772,1.0
Titanium,87.08,4.51,50,39,559,0.0853,0.5007
Tungsten,99.36,19.2,429,163,355,0.2987,1.0
